,MLP (LBFGS),MLP (ADAM),MLP (SGD)
10,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (78,), 'alpha': 2.7833050153384242, 'max_iter': 655}","{'solver': 'adam', 'learning_rate_init': 0.0410491333921927, 'activation': 'logistic', 'hidden_layer_sizes': (116,), 'alpha': 0, 'max_iter': 96, 'batch_size': 417, 'shuffle': False, 'beta_1': 0.6335587145415815, 'beta_2': 0.10222927778836947}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.019084364720917093, 'activation': 'logistic', 'hidden_layer_sizes': (97,), 'alpha': 2.263033255994273, 'max_iter': 627, 'batch_size': 363, 'shuffle': True, 'momentum': 0.767451235181426, 'nesterovs_momentum': False}"
11,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (41, 32), 'alpha': 2.537748185649694, 'max_iter': 630}","{'solver': 'adam', 'learning_rate_init': 0.24814215404841009, 'activation': 'tanh', 'hidden_layer_sizes': (38,), 'alpha': 0, 'max_iter': 390, 'batch_size': 732, 'shuffle': False, 'beta_1': 0.464060793897996, 'beta_2': 0.5441931883205224}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.5973771176901093, 'activation': 'tanh', 'hidden_layer_sizes': (145,), 'alpha': 4.509701487600345, 'max_iter': 858, 'batch_size': 172, 'shuffle': False, 'momentum': 0.7473249829272044, 'nesterovs_momentum': True}"
12,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (45, 187), 'alpha': 4.571102956835864, 'max_iter': 368}","{'solver': 'adam', 'learning_rate_init': 0.16545340713892479, 'activation': 'relu', 'hidden_layer_sizes': (79,), 'alpha': 0, 'max_iter': 923, 'batch_size': 739, 'shuffle': False, 'beta_1': 0.7835031989699862, 'beta_2': 0.23810368342911933}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.7434146458925341, 'activation': 'relu', 'hidden_layer_sizes': (114, 152, 28, 94), 'alpha': 4.193471381795463, 'max_iter': 38, 'batch_size': 173, 'shuffle': False, 'momentum': 0.2734229751791398, 'nesterovs_momentum': False}"
13,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (8, 171), 'alpha': 2.6648406676521295, 'max_iter': 53}","{'solver': 'adam', 'learning_rate_init': 0.04969090860434216, 'activation': 'logistic', 'hidden_layer_sizes': (110, 122, 82), 'alpha': 0, 'max_iter': 918, 'batch_size': 554, 'shuffle': True, 'beta_1': 0.7891007374547295, 'beta_2': 0.6073258424459155}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.4027030219140255, 'activation': 'logistic', 'hidden_layer_sizes': (31,), 'alpha': 0, 'max_iter': 33, 'batch_size': 622, 'shuffle': True, 'momentum': 0.44425079200859957, 'nesterovs_momentum': True}"
14,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (136,), 'alpha': 4.578417288117124, 'max_iter': 556}","{'solver': 'adam', 'learning_rate_init': 1.2206420356816532, 'activation': 'logistic', 'hidden_layer_sizes': (97,), 'alpha': 0, 'max_iter': 47, 'batch_size': 397, 'shuffle': True, 'beta_1': 0.7000493265933755, 'beta_2': 0.3995690788358181}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.6834216461114473, 'activation': 'tanh', 'hidden_layer_sizes': (94,), 'alpha': 3.9406157793121075, 'max_iter': 594, 'batch_size': 330, 'shuffle': True, 'momentum': 0.22731439662891204, 'nesterovs_momentum': False}"
15,"{'solver': 'lbfgs', 'activation': 'relu', 'hidden_layer_sizes': (110,), 'alpha': 3.621130025769912, 'max_iter': 331}","{'solver': 'adam', 'learning_rate_init': 0.0003566387289309746, 'activation': 'relu', 'hidden_layer_sizes': (50,), 'alpha': 1.6332122009197578, 'max_iter': 172, 'batch_size': 689, 'shuffle': True, 'beta_1': 0.6162234527128616, 'beta_2': 0.8320049357925946}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.4019878626219771, 'activation': 'tanh', 'hidden_layer_sizes': (103, 165), 'alpha': 2.8708216261958817, 'max_iter': 96, 'batch_size': 574, 'shuffle': False, 'momentum': 0.029426176207956473, 'nesterovs_momentum': True}"
16,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (43,), 'alpha': 4.405945752557057, 'max_iter': 959}","{'solver': 'adam', 'learning_rate_init': 0.13938058580906518, 'activation': 'logistic', 'hidden_layer_sizes': (100,), 'alpha': 1.8974078347036019, 'max_iter': 873, 'batch_size': 811, 'shuffle': True, 'beta_1': 0.6819550830607928, 'beta_2': 0.48202943679080795}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.016133984444807983, 'activation': 'tanh', 'hidden_layer_sizes': (181, 66, 93), 'alpha': 3.7779138818381686, 'max_iter': 944, 'batch_size': 246, 'shuffle': True, 'momentum': 0.6852240906687218, 'nesterovs_momentum': True}"
17,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (164,), 'alpha': 4.88881674959238, 'max_iter': 195}","{'solver': 'adam', 'learning_rate_init': 0.01228128068149793, 'activation': 'logistic', 'hidden_layer_sizes': (107,), 'alpha': 0, 'max_iter': 780, 'batch_size': 200, 'shuffle': True, 'beta_1': 0.8972495021999589, 'beta_2': 0.8804599963724556}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.08233353290437712, 'activation': 'logistic', 'hidden_layer_sizes': (82,), 'alpha': 0, 'max_iter': 880, 'batch_size': 714, 'shuffle': True, 'momentum': 0.8335365154785682, 'nesterovs_momentum': True}"
18,"{'solver': 'lbfgs', 'activation': 'relu', 'hidden_layer_sizes': (1, 96, 106), 'alpha': 2.889013558430482, 'max_iter': 111}","{'solver': 'adam', 'learning_rate_init': 0.035227526476203634, 'activation': 'tanh', 'hidden_layer_sizes': (7, 4, 102), 'alpha': 2.9666857045918813, 'max_iter': 970, 'batch_size': 567, 'shuffle': True, 'beta_1': 0.8358275399018441, 'beta_2': 0.9199416182000212}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.4431946633549847, 'activation': 'tanh', 'hidden_layer_sizes': (187, 41, 104), 'alpha': 3.69936728395931, 'max_iter': 430, 'batch_size': 803, 'shuffle': True, 'momentum': 0.7799819157380825, 'nesterovs_momentum': True}"
19,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (152, 194), 'alpha': 1.9391767840759708, 'max_iter': 116}","{'solver': 'adam', 'learning_rate_init': 0.15099904107501486, 'activation': 'relu', 'hidden_layer_sizes': (59, 188), 'alpha': 4.652039537395902, 'max_iter': 31, 'batch_size': 132, 'shuffle': False, 'beta_1': 0.880334413054272, 'beta_2': 0.6318210494545248}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.2256106475794347, 'activation': 'logistic', 'hidden_layer_sizes': (42,), 'alpha': 0.5513110194447409, 'max_iter': 223, 'batch_size': 123, 'shuffle': False, 'momentum': 0.11347977972982633, 'nesterovs_momentum': False}"
20,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (197,), 'alpha': 4.595960308825424, 'max_iter': 692}","{'solver': 'adam', 'learning_rate_init': 0.7210009504528475, 'activation': 'logistic', 'hidden_layer_sizes': (137,), 'alpha': 0, 'max_iter': 616, 'batch_size': 449, 'shuffle': False, 'beta_1': 0.3121041486728457, 'beta_2': 0.5463959761179168}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.717929050488418, 'activation': 'tanh', 'hidden_layer_sizes': (65, 132, 140), 'alpha': 4.454819606291407, 'max_iter': 17, 'batch_size': 847, 'shuffle': True, 'momentum': 0.058292023720509574, 'nesterovs_momentum': False}"
21,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (197,), 'alpha': 2.103648635617113, 'max_iter': 798}","{'solver': 'adam', 'learning_rate_init': 0.04846909298375327, 'activation': 'tanh', 'hidden_layer_sizes': (89, 27, 17), 'alpha': 1.8840283921874328, 'max_iter': 992, 'batch_size': 361, 'shuffle': True, 'beta_1': 0.3451994028830138, 'beta_2': 0.3236665587304544}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.4638831259657758, 'activation': 'logistic', 'hidden_layer_sizes': (35,), 'alpha': 0, 'max_iter': 890, 'batch_size': 291, 'shuffle': False, 'momentum': 0.03170585630785807, 'nesterovs_momentum': True}"
22,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (131, 66), 'alpha': 4.709071399574826, 'max_iter': 614}","{'solver': 'adam', 'learning_rate_init': 0.15428902647914622, 'activation': 'relu', 'hidden_layer_sizes': (8, 161), 'alpha': 2.498838696541364, 'max_iter': 968, 'batch_size': 326, 'shuffle': True, 'beta_1': 0.28007871261886835, 'beta_2': 0.25743948753638035}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.047421297338217656, 'activation': 'tanh', 'hidden_layer_sizes': (80, 177, 74), 'alpha': 2.837047715869807, 'max_iter': 214, 'batch_size': 235, 'shuffle': True, 'momentum': 0.15999862155792463, 'nesterovs_momentum': False}"
23,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (54, 142), 'alpha': 4.0503764359983565, 'max_iter': 342}","{'solver': 'adam', 'learning_rate_init': 0.07476973716111963, 'activation': 'tanh', 'hidden_layer_sizes': (62, 140), 'alpha': 3.96359961597307, 'max_iter': 534, 'batch_size': 359, 'shuffle': False, 'beta_1': 0.4943093403298508, 'beta_2': 0.7992015832534966}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.5690630867435036, 'activation': 'logistic', 'hidden_layer_sizes': (183, 193), 'alpha': 0, 'max_iter': 856, 'batch_size': 374, 'shuffle': False, 'momentum': 0.3222921118350058, 'nesterovs_momentum': True}"
24,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (76, 8), 'alpha': 4.178221267498172, 'max_iter': 987}","{'solver': 'adam', 'learning_rate_init': 0.21098105273029666, 'activation': 'logistic', 'hidden_layer_sizes': (23,), 'alpha': 2.824624858196589, 'max_iter': 227, 'batch_size': 886, 'shuffle': False, 'beta_1': 0.8394918312579536, 'beta_2': 0.9071784615606735}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.9510040995747504, 'activation': 'logistic', 'hidden_layer_sizes': (148, 15), 'alpha': 0, 'max_iter': 334, 'batch_size': 903, 'shuffle': False, 'momentum': 0.24775235220140726, 'nesterovs_momentum': True}"
25,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (181,), 'alpha': 4.1726066118609335, 'max_iter': 945}","{'solver': 'adam', 'learning_rate_init': 0.28285535423939284, 'activation': 'tanh', 'hidden_layer_sizes': (186,), 'alpha': 0, 'max_iter': 994, 'batch_size': 132, 'shuffle': True, 'beta_1': 0.5275236964771817, 'beta_2': 0.9950713279977584}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.6404309957160607, 'activation': 'relu', 'hidden_layer_sizes': (190, 70, 42, 140, 133), 'alpha': 1.1644198000792383, 'max_iter': 702, 'batch_size': 485, 'shuffle': False, 'momentum': 0.4948407410343285, 'nesterovs_momentum': True}"
26,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (21,), 'alpha': 3.0524572586046532, 'max_iter': 68}","{'solver': 'adam', 'learning_rate_init': 0.12145308043518974, 'activation': 'tanh', 'hidden_layer_sizes': (76, 166), 'alpha': 3.3419977258682705, 'max_iter': 572, 'batch_size': 287, 'shuffle': True, 'beta_1': 0.9860981043191638, 'beta_2': 0.9601062460156056}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.738700243948845, 'activation': 'tanh', 'hidden_layer_sizes': (189, 48, 126), 'alpha': 0, 'max_iter': 486, 'batch_size': 655, 'shuffle': True, 'momentum': 0.5377245937523701, 'nesterovs_momentum': False}"
27,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (13, 19), 'alpha': 2.6675088608073367, 'max_iter': 885}","{'solver': 'adam', 'learning_rate_init': 0.09810407459481768, 'activation': 'relu', 'hidden_layer_sizes': (116,), 'alpha': 2.1789085485229434, 'max_iter': 397, 'batch_size': 262, 'shuffle': False, 'beta_1': 0.6932966440498968, 'beta_2': 0.16597801825021186}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.11475925008005594, 'activation': 'logistic', 'hidden_layer_sizes': (184,), 'alpha': 4.278262382152085, 'max_iter': 536, 'batch_size': 908, 'shuffle': True, 'momentum': 0.6660267587392406, 'nesterovs_momentum': True}"
28,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (11, 80), 'alpha': 3.609779750758634, 'max_iter': 375}","{'solver': 'adam', 'learning_rate_init': 0.025248239135941934, 'activation': 'relu', 'hidden_layer_sizes': (73,), 'alpha': 1.594272965279761, 'max_iter': 114, 'batch_size': 194, 'shuffle': False, 'beta_1': 0.4451316363840191, 'beta_2': 0.6541079557029507}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.31778083060670165, 'activation': 'tanh', 'hidden_layer_sizes': (163,), 'alpha': 0.8265002723326409, 'max_iter': 672, 'batch_size': 304, 'shuffle': False, 'momentum': 0.010621303048677843, 'nesterovs_momentum': False}"
29,"{'solver': 'lbfgs', 'activation': 'logistic', 'hidden_layer_sizes': (52,), 'alpha': 2.5183343946761534, 'max_iter': 94}","{'solver': 'adam', 'learning_rate_init': 0.03219063318175795, 'activation': 'logistic', 'hidden_layer_sizes': (2,), 'alpha': 4.641256356189413, 'max_iter': 391, 'batch_size': 422, 'shuffle': True, 'beta_1': 0.11255079417122071, 'beta_2': 0.5974211140711586}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.9349961439056684, 'activation': 'logistic', 'hidden_layer_sizes': (40,), 'alpha': 3.2245145343656736, 'max_iter': 377, 'batch_size': 750, 'shuffle': False, 'momentum': 0.7776393771741744, 'nesterovs_momentum': True}"
