,MLP
10,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.3710636635454434, 'activation': 'logistic', 'hidden_layer_sizes': (112, 182, 112, 102, 27), 'alpha': 2.487839801513797, 'max_iter': 384, 'batch_size': 1952, 'shuffle': False, 'momentum': 0.7164419686518819, 'nesterovs_momentum': True}"
11,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.672173769308017, 'activation': 'relu', 'hidden_layer_sizes': (27, 46, 12, 85), 'alpha': 8.264608413578674, 'max_iter': 348, 'batch_size': 1657, 'shuffle': True, 'momentum': 0.25077796190597845, 'nesterovs_momentum': False}"
12,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.4400872210794455, 'activation': 'tanh', 'hidden_layer_sizes': (173, 55, 15, 15), 'alpha': 5.651573764773081, 'max_iter': 130, 'batch_size': 2056, 'shuffle': False, 'momentum': 0.9907313883940569, 'nesterovs_momentum': True}"
13,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.206786816449974, 'activation': 'relu', 'hidden_layer_sizes': (142, 185, 13, 182), 'alpha': 9.93195703414312, 'max_iter': 313, 'batch_size': 1167, 'shuffle': True, 'momentum': 0.21204743553647556, 'nesterovs_momentum': True}"
14,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.856799808552754, 'activation': 'logistic', 'hidden_layer_sizes': (113,), 'alpha': 3.3461539129503786, 'max_iter': 384, 'batch_size': 1398, 'shuffle': True, 'momentum': 0.13254610098703418, 'nesterovs_momentum': False}"
15,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.88033226603446, 'activation': 'logistic', 'hidden_layer_sizes': (51, 180, 71, 23), 'alpha': 5.255092285932713, 'max_iter': 291, 'batch_size': 1697, 'shuffle': True, 'momentum': 0.05437477927050322, 'nesterovs_momentum': True}"
16,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.10342960196757837, 'activation': 'tanh', 'hidden_layer_sizes': (59, 68, 130, 149), 'alpha': 2.923896473948991, 'max_iter': 57, 'batch_size': 2733, 'shuffle': False, 'momentum': 0.8559801799558969, 'nesterovs_momentum': True}"
17,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.078273925858665, 'activation': 'tanh', 'hidden_layer_sizes': (11, 199), 'alpha': 3.14609866652936, 'max_iter': 268, 'batch_size': 4630, 'shuffle': False, 'momentum': 0.17758847497672733, 'nesterovs_momentum': True}"
18,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.97698063711786, 'activation': 'tanh', 'hidden_layer_sizes': (41, 107), 'alpha': 8.034106884967855, 'max_iter': 399, 'batch_size': 4413, 'shuffle': True, 'momentum': 0.015595805229096385, 'nesterovs_momentum': True}"
19,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.924957921486336, 'activation': 'relu', 'hidden_layer_sizes': (161, 4), 'alpha': 2.3738071660993327, 'max_iter': 28, 'batch_size': 2475, 'shuffle': False, 'momentum': 0.7141091850729152, 'nesterovs_momentum': False}"
20,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.824659687034405, 'activation': 'logistic', 'hidden_layer_sizes': (183,), 'alpha': 7.502055163279894, 'max_iter': 189, 'batch_size': 138, 'shuffle': False, 'momentum': 0.3670545651307635, 'nesterovs_momentum': False}"
21,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.95055845354401, 'activation': 'logistic', 'hidden_layer_sizes': (194,), 'alpha': 5.027888343163135, 'max_iter': 497, 'batch_size': 3794, 'shuffle': True, 'momentum': 0.6790881190278834, 'nesterovs_momentum': False}"
22,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.289110854467118, 'activation': 'logistic', 'hidden_layer_sizes': (61, 11, 182), 'alpha': 9.153415373119124, 'max_iter': 342, 'batch_size': 1191, 'shuffle': True, 'momentum': 0.5129249363342907, 'nesterovs_momentum': False}"
23,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.03461257179499019, 'activation': 'tanh', 'hidden_layer_sizes': (5, 17, 193, 186, 75), 'alpha': 3.2554212923862442, 'max_iter': 223, 'batch_size': 3809, 'shuffle': True, 'momentum': 0.214110964145486, 'nesterovs_momentum': False}"
24,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.5440671924689167, 'activation': 'logistic', 'hidden_layer_sizes': (196, 48), 'alpha': 3.029071197000471, 'max_iter': 30, 'batch_size': 271, 'shuffle': False, 'momentum': 0.6220433514695639, 'nesterovs_momentum': True}"
25,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.388301618328252, 'activation': 'logistic', 'hidden_layer_sizes': (65,), 'alpha': 3.8041154295882276, 'max_iter': 161, 'batch_size': 4333, 'shuffle': True, 'momentum': 0.5306234203442245, 'nesterovs_momentum': False}"
26,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.3961104950818344, 'activation': 'relu', 'hidden_layer_sizes': (6, 188), 'alpha': 2.601586011697955, 'max_iter': 401, 'batch_size': 877, 'shuffle': False, 'momentum': 0.7286595138285842, 'nesterovs_momentum': False}"
27,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.1750919468736125, 'activation': 'logistic', 'hidden_layer_sizes': (96, 152, 102, 58), 'alpha': 3.0415833234822856, 'max_iter': 208, 'batch_size': 1219, 'shuffle': True, 'momentum': 0.8963317517963759, 'nesterovs_momentum': False}"
28,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.510973356855037, 'activation': 'relu', 'hidden_layer_sizes': (22, 150, 186), 'alpha': 5.136327420246108, 'max_iter': 357, 'batch_size': 4403, 'shuffle': False, 'momentum': 0.263396947491381, 'nesterovs_momentum': True}"
29,"{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 8.685047557157871, 'activation': 'relu', 'hidden_layer_sizes': (148, 17), 'alpha': 6.6510941587366945, 'max_iter': 441, 'batch_size': 1471, 'shuffle': False, 'momentum': 0.657289802419741, 'nesterovs_momentum': True}"
